	ESC_WT.bam	Copies	length	RPK	TPM
REF_NM_146461	0	1	933	0	0
REF_NM_146462	0	1	930	0	0
REF_NM_146463	0	1	930	0	0
REF_NM_146464	0	1	945	0	0
REF_NM_146465	0	1	1038	0	0
REF_NM_146466	0	1	942	0	0
REF_NM_146467	0	1	936	0	0
REF_NM_146468	0	1	936	0	0
REF_NM_146469	0	1	936	0	0
REF_NM_146470	0	1	1026	0	0
REF_NM_146471	0	1	936	0	0
REF_NM_146472	0	1	1034	0	0
REF_NM_146473	0	1	936	0	0
REF_NM_146474	0	1	921	0	0
REF_NM_146476	0	1	945	0	0
REF_NM_146477	0	1	1046	0	0
REF_NM_146478	0	1	951	0	0
REF_NM_146479	0	1	996	0	0
REF_NM_146481	0	1	945	0	0
REF_NM_146482	0	1	930	0	0
REF_NM_146484	0	1	926	0	0
REF_NM_146485	0	1	5213	0	0
REF_NM_146486	0	1	921	0	0
REF_NM_146487	0	1	954	0	0
REF_NM_146488	0	1	939	0	0
REF_NM_146489	0	1	951	0	0
REF_NM_146490	0	1	972	0	0
REF_NM_146491	0	1	969	0	0
REF_NM_146492	0	1	1006	0	0
REF_NM_146493	0	1	957	0	0
REF_NM_146494	0	1	7684	0	0
REF_NM_146495	0	1	933	0	0
REF_NM_146496	0	1	945	0	0
REF_NM_146497	0	1	945	0	0
REF_NM_146498	0	1	945	0	0
REF_NM_146499	0	1	966	0	0
REF_NM_146500	0	1	921	0	0
REF_NM_146501	0	1	1026	0	0
REF_NM_146502	0	1	933	0	0
REF_NM_146503	0	1	945	0	0
REF_NM_146504	0	1	945	0	0
REF_NM_146505	0	1	933	0	0
REF_NM_146506	0	1	960	0	0
REF_NM_146507	0	1	936	0	0
REF_NM_146508	0	1	936	0	0
REF_NM_146511	0	1	1033	0	0
REF_NM_146512	0	1	933	0	0
REF_NM_146513	0	1	939	0	0
REF_NM_146514	0	1	942	0	0
REF_NM_146516	0	1	942	0	0
REF_NM_146518	0	1	954	0	0
REF_NM_146519	0	1	924	0	0
REF_NM_146520	0	1	6466	0	0
REF_NM_146522	0	1	948	0	0
REF_NM_146523	0	1	948	0	0
REF_NM_146524	0	1	992	0	0
REF_NM_146525	0	1	939	0	0
REF_NM_146526	0	1	930	0	0
REF_NM_146527	0	1	939	0	0
REF_NM_146528	0	1	4125	0	0
REF_NM_146529	0	1	912	0	0
REF_NM_146530	0	1	1090	0	0
REF_NM_146531	0	1	939	0	0
REF_NM_146532	0	1	951	0	0
REF_NM_146533	0	1	951	0	0
REF_NM_146534	0	1	945	0	0
REF_NM_146535	0	1	951	0	0
REF_NM_146536	0	1	1074	0	0
REF_NM_146537	0	1	927	0	0
REF_NM_146538	0	1	998	0	0
REF_NM_146539	0	1	945	0	0
REF_NM_146540	0	1	945	0	0
REF_NM_146541	0	1	954	0	0
REF_NM_146542	0	1	942	0	0
REF_NM_146543	0	1	980	0	0
REF_NM_146544	0	1	936	0	0
REF_NM_146545	0	1	939	0	0
REF_NM_146547	0	1	954	0	0
REF_NM_146548	0	1	936	0	0
REF_NM_146549	0	1	939	0	0
REF_NM_146550	0	1	939	0	0
REF_NM_146551	0	1	936	0	0
REF_NM_146552	0	1	960	0	0
REF_NM_146553	0	1	942	0	0
REF_NM_146554	0	1	927	0	0
REF_NM_146555	0	1	960	0	0
REF_NM_146556	0	1	936	0	0
REF_NM_146557	0	1	8970	0	0
REF_NM_146558	0	1	1077	0	0
REF_NM_146559	0	1	3065	0	0
REF_NM_146560	0	1	23752	0	0
REF_NM_146561	0	1	960	0	0
REF_NM_146562	0	1	921	0	0
REF_NM_146564	0	1	955	0	0
REF_NM_146565	0	1	1040	0	0
REF_NM_146566	0	1	948	0	0
REF_NM_146567	0	1	1107	0	0
REF_NM_146568	0	1	936	0	0
REF_NM_146569	0	1	918	0	0
REF_NM_146570	0	1	4531	0	0
REF_NM_146571	0	1	1016	0	0
REF_NM_146572	0	1	945	0	0
REF_NM_146573	0	1	957	0	0
REF_NM_146575	0	1	954	0	0
REF_NM_146577	0	1	945	0	0
REF_NM_146579	0	1	933	0	0
REF_NM_146580	0	1	1079	0	0
REF_NM_146582	0	1	951	0	0
REF_NM_146583	0	1	960	0	0
REF_NM_146584	0	1	924	0	0
REF_NM_146586	0	1	936	0	0
REF_NM_146587	0	1	936	0	0
REF_NM_146588	0	1	5487	0	0
REF_NM_146589	0	1	948	0	0
REF_NM_146590	0	1	942	0	0
REF_NM_146591	0	1	933	0	0
REF_NM_146592	0	1	933	0	0
REF_NM_146593	0	1	940	0	0
REF_NM_146594	0	1	966	0	0
REF_NM_146596	0	1	960	0	0
REF_NM_146597	0	1	3255	0	0
REF_NM_146598	0	1	2614	0	0
REF_NM_146599	0	1	1049	0	0
REF_NM_146600	0	1	951	0	0
REF_NM_146601	0	1	4246	0	0
REF_NM_146602	0	1	936	0	0
REF_NM_146604	0	1	945	0	0
REF_NM_146605	0	1	939	0	0
REF_NM_146607	0	1	939	0	0
REF_NM_146608	0	1	945	0	0
REF_NM_146609	0	1	939	0	0
REF_NM_146610	0	1	945	0	0
REF_NM_146611	0	1	936	0	0
REF_NM_146613	0	1	924	0	0
REF_NM_146614	0	1	924	0	0
REF_NM_146616	0	1	960	0	0
REF_NM_146618	0	1	933	0	0
REF_NM_146619	0	1	960	0	0
REF_NM_146620	0	1	7044	0	0
REF_NM_146621	0	1	927	0	0
REF_NM_146622	0	1	954	0	0
REF_NM_146623	0	1	927	0	0
REF_NM_146624	0	1	948	0	0
REF_NM_146625	0	1	933	0	0
REF_NM_146627	0	1	939	0	0
REF_NM_146628	0	1	930	0	0
REF_NM_146629	0	1	4139	0	0
REF_NM_146630	0	1	930	0	0
REF_NM_146631	0	1	993	0	0
REF_NM_146632	0	1	966	0	0
REF_NM_146633	0	1	948	0	0
REF_NM_146634	0	1	948	0	0
REF_NM_146636	0	1	948	0	0
REF_NM_146637	0	1	936	0	0
REF_NM_146638	0	1	927	0	0
REF_NM_146639	0	1	936	0	0
REF_NM_146640	0	1	957	0	0
REF_NM_146641	0	1	1112	0	0
REF_NM_146642	0	1	1020	0	0
REF_NM_146643	0	1	945	0	0
REF_NM_146644	0	1	1043	0	0
REF_NM_146645	0	1	942	0	0
REF_NM_146646	0	1	951	0	0
REF_NM_146647	0	1	933	0	0
REF_NM_146649	0	1	960	0	0
REF_NM_146650	0	1	1634	0	0
REF_NM_146651	0	1	991	0	0
REF_NM_146653	0	1	942	0	0
REF_NM_146654	0	1	933	0	0
REF_NM_146655	0	1	933	0	0
REF_NM_146656	0	1	933	0	0
REF_NM_146658	0	1	930	0	0
REF_NM_146659	0	1	1067	0	0
REF_NM_146660	0	1	933	0	0
REF_NM_146661	0	1	957	0	0
REF_NM_146662	0	1	939	0	0
REF_NM_146663	0	1	994	0	0
REF_NM_146664	0	1	942	0	0
REF_NM_146665	0	1	1044	0	0
REF_NM_146666	0	1	939	0	0
REF_NM_146667	0	1	936	0	0
REF_NM_146668	0	1	930	0	0
REF_NM_146670	0	1	951	0	0
REF_NM_146671	0	1	939	0	0
REF_NM_146672	0	1	939	0	0
REF_NM_146673	0	1	948	0	0
REF_NM_146674	0	1	948	0	0
REF_NM_146675	0	1	939	0	0
REF_NM_146676	0	1	942	0	0
REF_NM_146677	0	1	963	0	0
REF_NM_146678	0	1	945	0	0
REF_NM_146679	0	1	936	0	0
REF_NM_146680	0	1	933	0	0
REF_NM_146681	0	1	942	0	0
REF_NM_146682	0	1	954	0	0
REF_NM_146683	0	1	957	0	0
REF_NM_146685	0	1	4135	0	0
REF_NM_146686	0	1	939	0	0
REF_NM_146687	0	1	948	0	0
REF_NM_146688	0	1	939	0	0
REF_NM_146689	0	1	924	0	0
REF_NM_146690	0	1	945	0	0
REF_NM_146691	0	1	927	0	0
REF_NM_146692	0	1	924	0	0
REF_NM_146693	0	1	924	0	0
REF_NM_146694	0	1	933	0	0
REF_NM_146695	0	1	930	0	0
REF_NM_146696	0	1	2747	0	0
REF_NM_146697	0	1	1065	0	0
REF_NM_146698	0	1	5680	0	0
REF_NM_146699	0	1	945	0	0
REF_NM_146700	0	1	924	0	0
REF_NM_146701	0	1	945	0	0
REF_NM_146702	0	1	960	0	0
REF_NM_146703	0	1	930	0	0
REF_NM_146704	0	1	927	0	0
REF_NM_146705	0	1	933	0	0
REF_NM_146706	0	1	948	0	0
REF_NM_146707	0	1	948	0	0
REF_NM_146708	0	1	948	0	0
REF_NM_146709	0	1	1049	0	0
REF_NM_146710	0	1	945	0	0
REF_NM_146711	0	1	1092	0	0
REF_NM_146713	0	1	948	0	0
REF_NM_146714	0	1	1010	0	0
REF_NM_146716	0	1	939	0	0
REF_NM_146717	0	1	1004	0	0
REF_NM_146718	0	1	954	0	0
REF_NM_146720	0	1	1050	0	0
REF_NM_146721	0	1	948	0	0
REF_NM_146722	0	1	943	0	0
REF_NM_146723	0	1	930	0	0
REF_NM_146724	0	1	981	0	0
REF_NM_146725	0	1	945	0	0
REF_NM_146726	0	1	933	0	0
REF_NM_146727	0	1	972	0	0
REF_NM_146728	0	1	936	0	0
REF_NM_146729	0	1	960	0	0
REF_NM_146730	0	1	927	0	0
REF_NM_146731	0	1	948	0	0
REF_NM_146732	0	1	945	0	0
REF_NM_146733	0	1	972	0	0
REF_NM_146734	0	1	945	0	0
REF_NM_146735	0	1	948	0	0
REF_NM_146736	0	1	933	0	0
REF_NM_146737	0	1	945	0	0
REF_NM_146738	0	1	945	0	0
REF_NM_146739	0	1	945	0	0
REF_NM_146741	0	1	945	0	0
REF_NM_146742	0	1	945	0	0
REF_NM_146743	0	1	951	0	0
REF_NM_146744	0	1	985	0	0
REF_NM_146745	0	1	936	0	0
REF_NM_146746	0	1	927	0	0
REF_NM_146747	0	1	921	0	0
REF_NM_146748	0	1	960	0	0
REF_NM_146749	0	1	1004	0	0
REF_NM_146750	0	1	963	0	0
REF_NM_146751	0	1	951	0	0
REF_NM_146752	0	1	939	0	0
REF_NM_146753	0	1	927	0	0
REF_NM_146754	0	1	1023	0	0
REF_NM_146755	0	1	1079	0	0
REF_NM_146756	0	1	951	0	0
REF_NM_146757	0	1	960	0	0
REF_NM_146758	0	1	942	0	0
REF_NM_146759	0	1	963	0	0
REF_NM_146760	0	1	939	0	0
REF_NM_146761	0	1	955	0	0
REF_NM_146762	0	1	918	0	0
REF_NM_146763	0	1	1063	0	0
REF_NM_146764	0	1	933	0	0
REF_NM_146766	0	1	939	0	0
REF_NM_146767	0	1	933	0	0
REF_NM_146768	0	1	939	0	0
REF_NM_146769	0	1	939	0	0
REF_NM_146770	0	1	939	0	0
REF_NM_146771	0	1	948	0	0
REF_NM_146772	0	1	921	0	0
REF_NM_146773	0	1	933	0	0
REF_NM_146774	0	1	933	0	0
REF_NM_146775	0	1	933	0	0
REF_NM_146776	0	1	933	0	0
REF_NM_146777	0	1	957	0	0
REF_NM_146778	0	1	927	0	0
REF_NM_146779	0	1	930	0	0
REF_NM_146780	0	1	1131	0	0
REF_NM_146781	0	1	1132	0	0
REF_NM_146784	0	1	933	0	0
REF_NM_146785	0	1	933	0	0
REF_NM_146786	0	1	951	0	0
REF_NM_146788	0	1	1062	0	0
REF_NM_146789	0	1	918	0	0
REF_NM_146790	0	1	948	0	0
REF_NM_146791	0	1	1078	0	0
REF_NM_146792	0	1	1078	0	0
REF_NM_146793	0	1	918	0	0
REF_NM_146794	0	1	921	0	0
REF_NM_146795	0	1	933	0	0
REF_NM_146796	0	1	945	0	0
REF_NM_146797	0	1	951	0	0
REF_NM_146798	0	1	1065	0	0
REF_NM_146801	0	1	933	0	0
REF_NM_146802	0	1	1056	0	0
REF_NM_146803	0	1	936	0	0
REF_NM_146804	0	1	933	0	0
REF_NM_146805	0	1	933	0	0
REF_NM_146807	0	1	939	0	0
REF_NM_146808	0	1	1074	0	0
REF_NM_146809	0	1	4238	0	0
REF_NM_146810	0	1	1968	0	0
REF_NM_146811	0	1	1948	0	0
REF_NM_146812	0	1	942	0	0
REF_NM_146813	0	1	1069	0	0
REF_NM_146814	0	1	951	0	0
REF_NM_146816	0	1	1068	0	0
REF_NM_146817	0	1	1076	0	0
REF_NM_146818	0	1	936	0	0
REF_NM_146819	0	1	927	0	0
REF_NM_146820	0	1	927	0	0
REF_NM_146821	0	1	1122	0	0
REF_NM_146823	0	1	936	0	0
REF_NM_146824	0	1	954	0	0
REF_NM_146825	0	1	4298	0	0
REF_NM_146826	0	1	936	0	0
REF_NM_146827	0	1	1542	0	0
REF_NM_146828	0	1	933	0	0
REF_NM_146830	0	1	9785	0	0
REF_NM_146831	0	1	939	0	0
REF_NM_146832	0	1	939	0	0
REF_NM_146833	0	1	942	0	0
REF_NM_146834	0	1	927	0	0
REF_NM_146835	0	1	945	0	0
REF_NM_146836	0	1	927	0	0
REF_NM_146837	0	1	945	0	0
REF_NM_146838	0	1	2123	0	0
REF_NM_146839	0	1	960	0	0
REF_NM_146840	0	1	951	0	0
REF_NM_146841	0	1	957	0	0
REF_NM_146843	0	1	1938	0	0
REF_NM_146844	0	1	1108	0	0
REF_NM_146845	0	1	948	0	0
REF_NM_146846	0	1	942	0	0
REF_NM_146847	0	1	942	0	0
REF_NM_146848	0	1	1012	0	0
REF_NM_146849	0	1	6306	0	0
REF_NM_146851	0	1	930	0	0
REF_NM_146852	0	1	948	0	0
REF_NM_146853	0	1	939	0	0
REF_NM_146854	0	1	966	0	0
REF_NM_146859	0	1	939	0	0
REF_NM_146860	0	1	942	0	0
REF_NM_146861	0	1	939	0	0
REF_NM_146862	0	1	930	0	0
REF_NM_146863	0	1	936	0	0
REF_NM_146864	0	1	939	0	0
REF_NM_146865	0	1	930	0	0
REF_NM_146866	0	1	942	0	0
REF_NM_146867	0	1	945	0	0
REF_NM_146868	0	1	949	0	0
REF_NM_146869	0	1	2119	0	0
REF_NM_146870	0	1	1068	0	0
REF_NM_146871	0	1	951	0	0
REF_NM_146872	0	1	932	0	0
REF_NM_146873	0	1	940	0	0
REF_NM_146874	0	1	951	0	0
REF_NM_146875	0	1	951	0	0
REF_NM_146877	0	1	954	0	0
REF_NM_146878	0	1	1066	0	0
REF_NM_146879	0	1	5897	0	0
REF_NM_146881	0	1	1034	0	0
REF_NM_146882	0	1	933	0	0
REF_NM_146883	0	1	1048	0	0
REF_NM_146884	0	1	3714	0	0
REF_NM_146885	0	1	939	0	0
REF_NM_146886	0	1	939	0	0
REF_NM_146887	0	1	939	0	0
REF_NM_146888	0	1	939	0	0
REF_NM_146889	0	1	948	0	0
REF_NM_146890	0	1	960	0	0
REF_NM_146891	0	1	1027	0	0
REF_NM_146893	0	1	936	0	0
REF_NM_146895	0	1	924	0	0
REF_NM_146896	0	1	2286	0	0
REF_NM_146897	0	1	936	0	0
REF_NM_146898	0	1	7314	0	0
REF_NM_146899	0	1	936	0	0
REF_NM_146900	0	1	1026	0	0
REF_NM_146901	0	1	1105	0	0
REF_NM_146902	0	1	936	0	0
REF_NM_146903	0	1	1147	0	0
REF_NM_146904	0	1	936	0	0
REF_NM_146905	0	1	939	0	0
REF_NM_146906	0	1	918	0	0
REF_NM_146907	0	1	918	0	0
REF_NM_146908	0	1	918	0	0
REF_NM_146909	0	1	924	0	0
REF_NM_146910	0	1	948	0	0
REF_NM_146911	0	1	924	0	0
REF_NM_146912	0	1	930	0	0
REF_NM_146913	0	1	939	0	0
REF_NM_146915	0	1	945	0	0
REF_NM_146916	0	1	942	0	0
REF_NM_146917	0	1	924	0	0
REF_NM_146918	0	1	1063	0	0
REF_NM_146919	0	1	968	0	0
REF_NM_146920	0	1	942	0	0
REF_NM_146924	0	1	933	0	0
REF_NM_146925	0	1	939	0	0
REF_NM_146926	0	1	933	0	0
REF_NM_146927	0	1	936	0	0
REF_NM_146928	0	1	939	0	0
REF_NM_146929	0	1	936	0	0
REF_NM_146930	0	1	939	0	0
REF_NM_146931	0	1	933	0	0
REF_NM_146932	0	1	939	0	0
REF_NM_146933	0	1	969	0	0
REF_NM_146935	0	1	939	0	0
REF_NM_146937	0	1	951	0	0
REF_NM_146938	0	1	930	0	0
REF_NM_146939	0	1	954	0	0
REF_NM_146940	0	1	948	0	0
REF_NM_146941	0	1	936	0	0
REF_NM_146942	0	1	933	0	0
REF_NM_146943	0	1	939	0	0
REF_NM_146944	0	1	942	0	0
REF_NM_146945	0	1	936	0	0
REF_NM_146946	0	1	939	0	0
REF_NM_146947	0	1	921	0	0
REF_NM_146948	0	1	939	0	0
REF_NM_146949	0	1	930	0	0
REF_NM_146950	0	1	942	0	0
REF_NM_146951	0	1	939	0	0
REF_NM_146952	0	1	939	0	0
REF_NM_146953	0	1	915	0	0
REF_NM_146954	0	1	939	0	0
REF_NM_146955	0	1	936	0	0
REF_NM_146956	0	1	930	0	0
REF_NM_146957	0	1	942	0	0
REF_NM_146958	0	1	945	0	0
REF_NM_146960	0	1	6468	0	0
REF_NM_146961	0	1	960	0	0
REF_NM_146962	0	1	939	0	0
REF_NM_146964	0	1	936	0	0
REF_NM_146965	0	1	945	0	0
REF_NM_146966	0	1	1065	0	0
REF_NM_146967	0	1	933	0	0
REF_NM_146968	0	1	1053	0	0
REF_NM_146969	0	1	918	0	0
REF_NM_146970	0	1	918	0	0
REF_NM_146971	0	1	972	0	0
REF_NM_146972	0	1	918	0	0
REF_NM_146973	0	1	945	0	0
REF_NM_146974	0	1	915	0	0
REF_NM_146975	0	1	924	0	0
REF_NM_146977	0	1	933	0	0
REF_NM_146978	0	1	936	0	0
REF_NM_146980	0	1	927	0	0
REF_NM_146981	0	1	933	0	0
REF_NM_146982	0	1	930	0	0
REF_NM_146983	0	1	921	0	0
REF_NM_146984	0	1	918	0	0
REF_NM_146985	0	1	1018	0	0
REF_NM_146986	0	1	954	0	0
REF_NM_146987	0	1	942	0	0
REF_NM_146988	0	1	933	0	0
REF_NM_146989	0	1	1067	0	0
REF_NM_146991	0	1	921	0	0
REF_NM_146992	0	1	918	0	0
REF_NM_146993	0	1	934	0	0
REF_NM_146994	0	1	927	0	0
REF_NM_146995	0	1	924	0	0
REF_NM_146997	0	1	960	0	0
REF_NM_146998	0	1	927	0	0
REF_NM_146999	0	1	3088	0	0
REF_NM_147000	0	1	1164	0	0
REF_NM_147001	0	1	1088	0	0
REF_NM_147002	0	1	2981	0	0
REF_NM_147003	0	1	948	0	0
REF_NM_147004	0	1	1003	0	0
REF_NM_147005	0	1	939	0	0
REF_NM_147006	0	1	2736	0	0
REF_NM_147007	0	1	933	0	0
REF_NM_147008	0	1	939	0	0
REF_NM_147009	0	1	4203	0	0
REF_NM_147010	0	1	939	0	0
REF_NM_147011	0	1	945	0	0
REF_NM_147012	0	1	960	0	0
REF_NM_147013	0	1	2814	0	0
REF_NM_147014	0	1	963	0	0
REF_NM_147015	0	1	933	0	0
REF_NM_147016	0	1	927	0	0
REF_NM_147017	0	1	948	0	0
REF_NM_147018	0	1	1079	0	0
REF_NM_147019	0	1	939	0	0
REF_NM_147022	0	1	936	0	0
REF_NM_147023	0	1	939	0	0
REF_NM_147024	0	1	3441	0	0
REF_NM_147025	0	1	936	0	0
REF_NM_147026	0	1	930	0	0
REF_NM_147028	0	1	957	0	0
REF_NM_147029	0	1	945	0	0
REF_NM_147030	0	1	2533	0	0
REF_NM_147031	0	1	981	0	0
REF_NM_147032	0	1	951	0	0
REF_NM_147033	0	1	954	0	0
REF_NM_147034	0	1	975	0	0
REF_NM_147035	0	1	4084	0	0
REF_NM_147036	0	1	930	0	0
REF_NM_147037	0	1	1082	0	0
REF_NM_147038	0	1	939	0	0
REF_NM_147039	0	1	7468	0	0
REF_NM_147040	0	1	960	0	0
REF_NM_147041	0	1	1080	0	0
REF_NM_147042	0	1	7304	0	0
REF_NM_147043	0	1	954	0	0
REF_NM_147044	0	1	948	0	0
REF_NM_147045	0	1	960	0	0
REF_NM_147046	0	1	945	0	0
REF_NM_147047	0	1	957	0	0
REF_NM_147048	0	1	1061	0	0
REF_NM_147050	0	1	969	0	0
REF_NM_147051	0	1	954	0	0
REF_NM_147052	0	1	954	0	0
REF_NM_147053	0	1	960	0	0
REF_NM_147054	0	1	960	0	0
REF_NM_147055	0	1	939	0	0
REF_NM_147056	0	1	939	0	0
REF_NM_147059	0	1	957	0	0
REF_NM_147060	0	1	981	0	0
REF_NM_147061	0	1	969	0	0
REF_NM_147062	0	1	1122	0	0
REF_NM_147063	0	1	951	0	0
REF_NM_147064	0	1	936	0	0
REF_NM_147065	0	1	936	0	0
REF_NM_147066	0	1	1073	0	0
REF_NM_147067	0	1	966	0	0
REF_NM_147068	0	1	939	0	0
REF_NM_147069	0	1	954	0	0
REF_NM_147070	0	1	939	0	0
REF_NM_147071	0	1	3672	0	0
REF_NM_147072	0	1	939	0	0
REF_NM_147073	0	1	957	0	0
REF_NM_147074	0	1	1046	0	0
REF_NM_147075	0	1	990	0	0
REF_NM_147076	0	1	1123	0	0
REF_NM_147077	0	1	945	0	0
REF_NM_147078	0	1	956	0	0
REF_NM_147079	0	1	940	0	0
REF_NM_147080	0	1	942	0	0
REF_NM_147081	0	1	948	0	0
REF_NM_147082	0	1	960	0	0
REF_NM_147083	0	1	954	0	0
REF_NM_147085	0	1	969	0	0
REF_NM_147087	0	1	957	0	0
REF_NM_147088	0	1	945	0	0
REF_NM_147089	0	1	957	0	0
REF_NM_147091	0	1	942	0	0
REF_NM_147092	0	1	945	0	0
REF_NM_147093	0	1	9732	0	0
REF_NM_147094	0	1	960	0	0
REF_NM_147095	0	1	954	0	0
REF_NM_147096	0	1	957	0	0
REF_NM_147097	0	1	951	0	0
REF_NM_147098	0	1	3201	0	0
REF_NM_147099	0	1	954	0	0
REF_NM_147101	0	1	951	0	0
REF_NM_147102	0	1	954	0	0
REF_NM_147103	0	1	948	0	0
REF_NM_147104	0	1	1038	0	0
REF_NM_147105	0	1	936	0	0
REF_NM_147106	0	1	1036	0	0
REF_NM_147107	0	1	933	0	0
REF_NM_147108	0	1	1045	0	0
REF_NM_147109	0	1	939	0	0
REF_NM_147110	0	1	939	0	0
REF_NM_147111	0	1	954	0	0
REF_NM_147112	0	1	957	0	0
REF_NM_147114	0	1	957	0	0
REF_NM_147115	0	1	942	0	0
REF_NM_147118	0	1	966	0	0
REF_NM_147119	0	1	954	0	0
REF_NM_147120	0	1	966	0	0
REF_NM_147121	0	1	945	0	0
REF_NM_147122	0	1	1075	0	0
REF_NM_147222	0	1	11249	0	0
REF_NM_152802	0	1	2903	0	0
REF_NM_152811	0	1	9865	0	0
REF_NM_153067	0	1	12423	0	0
REF_NM_153077	0	1	2625	0	0
REF_NM_153079	0	1	15998	0	0
REF_NM_153101	0	1	25776	0	0
REF_NM_153108	0	1	1837	0	0
REF_NM_153115	0	1	1692	0	0
REF_NM_153175	0	1	6662	0	0
REF_NM_153511	0	1	7092	0	0
REF_NM_153524	0	1	1503	0	0
REF_NM_153558	0	1	3253	0	0
REF_NM_153590	0	1	7542	0	0
REF_NM_153749	0	1	20746	0	0
REF_NM_172156	0	1	5722	0	0
REF_NM_172481	0	1	42366	0	0
REF_NM_172514	0	1	34835	0	0
REF_NM_172534	0	1	28726	0	0
REF_NM_172844	0	1	19791	0	0
REF_NM_172852	0	1	20212	0	0
REF_NM_172904	0	1	32628	0	0
REF_NM_172909	0	1	12879	0	0
REF_NM_172953	0	1	5025	0	0
REF_NM_173024	0	1	11550	0	0
REF_NM_173069	0	1	6871	0	0
REF_NM_173070	0	1	231	0	0
REF_NM_173377	0	1	2281	0	0
REF_NM_173409	0	1	7937	0	0
REF_NM_173743	0	1	7311	0	0
REF_NM_173772	0	1	7838	0	0
REF_NM_173773	0	1	13139	0	0
REF_NM_173789	0	1	2624	0	0
REF_NM_173861	0	1	1324	0	0
REF_NM_173869	0	1	5138	0	0
REF_NM_174885	0	1	2507	0	0
REF_NM_175011	0	1	3142	0	0
REF_NM_175020	0	1	5126	0	0
REF_NM_175391	0	1	8449	0	0
REF_NM_175424	0	1	1744	0	0
REF_NM_175497	0	1	2737	0	0
REF_NM_175499	0	1	6572	0	0
REF_NM_175512	0	1	22625	0	0
REF_NM_175520	0	1	3285	0	0
REF_NM_175526	0	1	25317	0	0
REF_NM_175531	0	1	7121	0	0
REF_NM_175644	0	1	5062	0	0
REF_NM_175688	0	1	5535	0	0
REF_NM_175730	0	1	3422	0	0
REF_NM_176807	0	1	18138	0	0
REF_NM_176950	0	1	2872	0	0
REF_NM_177016	0	1	17119	0	0
REF_NM_177024	0	1	16777	0	0
REF_NM_177039	0	1	10480	0	0
REF_NM_177070	0	1	16823	0	0
REF_NM_177155	0	1	11444	0	0
REF_NM_177162	0	1	32724	0	0
REF_NM_177187	0	1	28784	0	0
REF_NM_177250	0	1	5283	0	0
REF_NM_177316	0	1	1020	0	0
REF_NM_177347	0	1	819	0	0
REF_NM_177348	0	1	664	0	0
REF_NM_177361	0	1	797	0	0
REF_NM_177397	0	1	15725	0	0
REF_NM_177446	0	1	2103	0	0
REF_NM_177571	0	1	7141	0	0
REF_NM_177593	0	1	1797	0	0
REF_NM_177598	0	1	16749	0	0
REF_NM_177624	0	1	12273	0	0
REF_NM_177629	0	1	7984	0	0
REF_NM_177634	0	1	2166	0	0
REF_NM_177635	0	1	2178	0	0
REF_NM_177636	0	1	2190	0	0
REF_NM_177637	0	1	3326	0	0
REF_NM_177655	0	1	5018	0	0
REF_NM_177665	0	1	2578	0	0
REF_NM_177705	0	1	3404	0	0
REF_NM_177713	0	1	4558	0	0
REF_NM_177738	0	1	4179	0	0
REF_NM_177772	0	1	52170	0	0
REF_NM_177785	0	1	6201	0	0
REF_NM_177840	0	1	4822	0	0
REF_NM_177890	0	1	5867	0	0
REF_NM_177912	0	1	20831	0	0
REF_NM_177913	0	2	17112	0	0
REF_NM_177923	0	1	2141	0	0
REF_NM_178036	0	1	3355	0	0
REF_NM_178241	0	1	2846	0	0
REF_NM_178243	0	1	1654	0	0
REF_NM_178244	0	1	1415	0	0
REF_NM_178258	0	1	12654	0	0
REF_NM_178308	0	1	1989	0	0
REF_NM_178412	0	1	18799	0	0
REF_NM_178657	0	1	6181	0	0
REF_NM_178706	0	1	10742	0	0
REF_NM_178759	0	1	33535	0	0
REF_NM_178768	0	1	24034	0	0
REF_NM_178777	0	1	5348	0	0
REF_NM_181275	0	1	960	0	0
REF_NM_181276	0	1	984	0	0
REF_NM_181490	0	1	1172	0	0
REF_NM_181596	0	1	1891	0	0
REF_NM_181680	0	1	37692	0	0
REF_NM_181682	0	1	35455	0	0
REF_NM_181683	0	1	4823	0	0
REF_NM_181818	0	1	977	0	0
REF_NM_181849	0	1	7618	0	0
REF_NM_183026	0	1	982	0	0
REF_NM_183032	0	1	3409	0	0
REF_NM_183036	0	1	3066	0	0
REF_NM_183039	0	1	3177	0	0
REF_NM_183123	0	1	8716	0	0
REF_NM_183131	0	1	1023	0	0
REF_NM_183189	0	1	750	0	0
REF_NM_183249	0	1	5707	0	0
REF_NM_183253	0	1	973	0	0
REF_NM_183268	0	1	980	0	0
REF_NM_183272	0	1	2095	0	0
REF_NM_183282	0	1	1369	0	0
REF_NM_183296	0	1	570	0	0
REF_NM_183322	0	1	2523	0	0
REF_NM_194057	0	1	903	0	0
REF_NM_194357	0	1	14767	0	0
REF_NM_198028	0	1	20269	0	0
REF_NM_198112	0	1	43569	0	0
REF_NM_198171	0	1	7009	0	0
REF_NM_198192	0	1	42850	0	0
REF_NM_198598	0	1	8542	0	0
REF_NM_198623	0	1	2650	0	0
REF_NM_198624	0	1	2298	0	0
REF_NM_198661	0	1	6218	0	0
REF_NM_198663	0	1	6867	0	0
REF_NM_198666	0	1	4766	0	0
REF_NM_198674	0	1	28524	0	0
REF_NM_198680	0	1	7154	0	0
REF_NM_198866	0	1	2995	0	0
REF_NM_198898	0	1	5703	0	0
